firstName,lastName,email,phone,companyName,status,leadSource,industry,annualRevenue,numberOfEmployees,street,city,state,zipCode,country
Katelyn,Mcdonald,ashleyburton@example.org,(619)513-4675x471,Sanders PLC,Contacted,Referral,Retail,3533896,452,863 Amy Isle,West Benjaminbury,West Virginia,35474,Antigua and Barbuda
James,Rivera,ronaldthompson@example.net,(953)765-7681x49713,Johnson Ltd,Converted,Web,Retail,3018501,170,533 Valentine Fork,Wattston,Michigan,97416,Bahamas
Andrew,Young,rebeccaclark@example.com,528.769.0377x477,Haynes Group,Contacted,Social Media,Retail,1815941,239,4436 Elizabeth Dale Suite 814,Carlosport,Washington,22189,Brunei Darussalam
Linda,Mullins,rosalessusan@example.org,473.818.6842x0907,Yang Inc,Qualified,Email Campaign,Retail,843474,58,84652 Mccullough Drives Apt. 953,East Alexis,Louisiana,66982,Sierra Leone
Larry,Robinson,dudleykatrina@example.com,340-323-8823,"Taylor, Smith and Baxter",New,Advertisement,Technology,3774956,485,883 Martinez Trail,Markton,Ohio,47552,Cote d'Ivoire
Stanley,Ferguson,charles14@example.net,(536)867-0331x5157,Smith LLC,Lost,Advertisement,Healthcare,3926861,559,149 Torres Isle,Gonzalezville,Georgia,56229,Vanuatu
Suzanne,Wagner,smithsusan@example.org,4119456633,"Hoffman, Bell and Foster",Qualified,Advertisement,Technology,4110416,995,8938 Allen Grove Suite 192,Richardport,North Carolina,13620,Angola
Kevin,Porter,jacksondawn@example.net,(371)377-4535x972,Shaw Ltd,Converted,Social Media,Technology,6551597,904,1868 Doyle Prairie,Reynoldsside,Idaho,77400,Ecuador
Karen,Taylor,gflowers@example.com,3548249327,Mason-Vincent,Lost,Social Media,Education,903033,221,480 Mendoza Burg,South Robert,New Mexico,86631,Marshall Islands
Michael,Anderson,nthompson@example.org,(879)483-4850x6297,"Hahn, Ward and Rogers",Converted,Referral,Education,5946725,982,453 Gordon Mountain Apt. 218,Lake Jose,Utah,78959,French Guiana
Adam,Gutierrez,johnsonsandra@example.org,287.252.5814x20677,"Phillips, Evans and Conley",Converted,Referral,Education,5613653,342,075 Patricia Mission,South Philip,New Mexico,16259,New Zealand
Adam,York,kirsten30@example.org,415-660-8484x55761,Fleming Ltd,New,Social Media,Education,391667,154,8771 James Dale Apt. 660,Kathrynside,Arkansas,21559,Nauru
Connie,Fitzgerald,smithteresa@example.org,673.517.1571x2675,Ellison-Ewing,Lost,Social Media,Education,3556146,895,8231 Soto Neck,Foxfort,Georgia,23681,Bosnia and Herzegovina
Melissa,Pittman,jeffreytorres@example.net,(666)536-0615,Johnson-Wilkinson,Lost,Web,Education,1523165,180,30630 Graham Stream,South Brittanystad,New Hampshire,59500,Netherlands Antilles
Christopher,Dominguez,james73@example.com,689.273.3422,Gallagher LLC,Converted,Referral,Healthcare,6654679,548,33847 Kevin Causeway,East Amber,Texas,10294,Uruguay
Ronald,Allen,jeffreyalvarado@example.net,001-650-879-8109x0503,Saunders LLC,Converted,Social Media,Technology,2368519,653,13152 Harper Ports Suite 289,Lake Jared,Kansas,57217,Venezuela
Michael,Carter,matthewlevy@example.com,001-647-447-5726,Hinton Ltd,Converted,Social Media,Education,1554325,281,15937 David Grove,Tapiashire,Rhode Island,98050,Benin
Thomas,Baird,hatkinson@example.org,001-232-724-8758x3360,"Vega, Vincent and Bradford",Contacted,Advertisement,Technology,3232459,481,8475 Shelton Passage,Port Stefanie,Florida,22489,Croatia
Craig,Gibson,mikemiller@example.com,(806)426-6659,Baker Ltd,Contacted,Advertisement,Education,9064245,783,7074 Leslie Locks,Ericashire,Tennessee,79376,Montenegro
Summer,Hernandez,nparker@example.com,(212)371-0527,Sanchez and Sons,Contacted,Web,Technology,463592,299,01711 Hoffman Rest Suite 505,North Edward,Maryland,50866,Iran
Heather,Gomez,josephbenson@example.net,655.611.2514x09892,Monroe PLC,Lost,Advertisement,Finance,9070452,800,5765 Christopher Glen,Robertsshire,Arkansas,60866,Poland
Garrett,Bird,sextonmichael@example.com,001-490-836-8781x389,"Meadows, Bailey and Herrera",Converted,Referral,Technology,1167982,653,548 Weber Plaza,West Sylvia,Louisiana,46181,Maldives
Melissa,Baker,jacquelinemcbride@example.org,5167121702,Hernandez and Sons,Converted,Web,Technology,7938468,52,45748 Dennis Trail,Larryberg,Alabama,78832,Brunei Darussalam
Roberto,Parker,patrick16@example.com,(963)322-9518,"Stephenson, Mccarthy and Young",Contacted,Advertisement,Education,5726596,540,03379 Hoffman Prairie Suite 263,Laurahaven,Arkansas,65625,San Marino
Curtis,Baker,gperry@example.org,(936)820-1237,Peterson-Schmidt,New,Web,Technology,1771467,174,881 Johnson Mission,Ortegaberg,Nevada,44682,Norway
Katherine,Walker,lalvarez@example.net,(556)827-4527x044,"Ramos, Prince and Taylor",Converted,Advertisement,Retail,4974901,700,3919 William Village Apt. 228,South Lauren,Oklahoma,60502,Qatar
Shannon,Hansen,matthewmcdowell@example.com,001-512-876-8301x92208,Brown-Simmons,Qualified,Social Media,Retail,1883449,180,86760 Levine Course Suite 907,Donnaton,Vermont,47381,Holy See (Vatican City State)
Brandy,Moore,kevincaldwell@example.com,+1-418-631-7237x0430,Huff and Sons,Contacted,Advertisement,Finance,528369,51,8866 Sanders Fall Apt. 600,East Louis,Ohio,26953,Argentina
Ricardo,Marshall,youngtimothy@example.net,266.605.1453,"Gates, Nguyen and Fisher",Lost,Advertisement,Retail,2802833,170,57978 Wilson Ferry,Lake Michael,New Mexico,66558,Germany
Louis,Smith,andrewnguyen@example.net,001-703-841-0093,"Nicholson, Miller and Burton",New,Referral,Finance,2647249,240,171 Powell Path,Cynthiatown,West Virginia,82506,Puerto Rico
Debra,Flowers,marvin30@example.org,+1-992-203-8985x67239,Obrien Inc,Converted,Social Media,Retail,9353762,740,30952 Knight Circle,Flowerstown,Oklahoma,90890,Egypt
Eric,Kelley,garciakeith@example.com,7963292724,"Hernandez, Terrell and Griffin",Converted,Advertisement,Education,2312368,821,708 William Hollow Apt. 793,Morrishaven,Wisconsin,13919,Zimbabwe
Lauren,Hahn,cruzannette@example.net,883.389.3723x7798,Smith Group,Lost,Advertisement,Education,5521252,277,005 Le Centers,Kimfort,Oregon,79814,Aruba
Danielle,Bell,crodriguez@example.net,602.719.6347x24722,"Scott, Howard and Davis",Converted,Web,Technology,9336662,285,50541 Lambert Via,Port Lisa,South Carolina,19154,Bahamas
Nina,Brown,samuel82@example.com,(939)944-2534x9347,"Mcconnell, Roberts and Wilkins",New,Referral,Education,1272816,723,462 Sophia Station,East Andrew,Florida,61560,Myanmar
Bonnie,Buckley,matthewrogers@example.net,803.233.4708x9959,Shaw-Alexander,Lost,Referral,Retail,2400929,520,83304 Bryan Springs,Courtneyfort,New Mexico,59740,Malawi
Jennifer,Hoover,curryjames@example.org,7697173339,Johnson-Singh,Contacted,Social Media,Finance,4779711,690,9740 Montgomery Turnpike Suite 391,Georgebury,Louisiana,19615,Bahamas
Brandi,Jones,kelleyandrew@example.net,627.476.9500x11631,Wilson-Stone,Contacted,Social Media,Finance,9696205,505,9540 Moore Village,North Claytonberg,Louisiana,66301,Bulgaria
Kayla,Cook,wrightsarah@example.org,001-656-554-1380x17910,Reese-Green,Qualified,Email Campaign,Retail,2380964,549,733 Linda Plains,Haleyland,Kansas,40864,Congo
Harold,Rodriguez,jonesjoseph@example.com,243-310-2716,"Middleton, Leonard and George",Converted,Social Media,Education,6382607,258,883 Stephanie Pine Apt. 748,Justinbury,Ohio,84947,Tanzania
Frank,Mendoza,bakercindy@example.org,001-352-905-4843x511,Garrett LLC,New,Referral,Education,7324286,943,6435 Madison Path,Bonnieland,Montana,53232,Fiji
Johnny,Thompson,vrubio@example.org,635.284.7724,Wilson Inc,Contacted,Web,Finance,2713661,762,2292 Angela Fields,Michelletown,Nevada,20360,Venezuela
Brandon,Watkins,berryrobert@example.com,001-597-996-5601x059,"Nelson, Thompson and Meyer",Converted,Email Campaign,Technology,6329600,140,159 Ward Ways,New Danielshire,South Dakota,77670,Bolivia
Mark,Miller,cassandra42@example.net,464.737.0576,"Shields, Sanford and Morgan",Qualified,Referral,Technology,8096942,671,221 Hamilton Corners Suite 399,South Richard,Alabama,68847,Romania
Mark,Lewis,fernandezsandy@example.com,7196671639,"Mcdonald, Mitchell and Melendez",New,Email Campaign,Retail,8552330,691,3017 Kayla Center,Lake Vernon,Vermont,70122,New Caledonia
Gary,Ortiz,jameswilliams@example.org,001-674-743-5062x1312,Roberts-Lawrence,Contacted,Advertisement,Technology,2752868,183,1819 Brendan Viaduct,Langland,Maine,49382,Somalia
Jo,Trujillo,stephanievazquez@example.org,8796926391,Dalton-Scott,Converted,Advertisement,Healthcare,8929794,261,88643 Stone Square Suite 293,Eileenfurt,North Dakota,82996,Netherlands Antilles
Gregory,Walker,qcruz@example.org,001-817-244-3221,"Bell, Robertson and Walsh",Contacted,Referral,Retail,2035608,674,39184 Matthew Isle,Markfort,Nebraska,38475,Belgium
Edward,Heath,bennettlaura@example.com,235.829.7198x8841,"Austin, Ritter and Morales",New,Email Campaign,Finance,7264101,961,434 Mcfarland Flats Apt. 478,Mcknightberg,Tennessee,79650,Cape Verde
Allen,Larsen,cunninghamzachary@example.net,615-489-1094x788,"Weaver, Medina and Perez",Lost,Social Media,Healthcare,1258902,757,662 Ryan Expressway,Peterburgh,Wyoming,78158,Cote d'Ivoire
Sean,Hardy,brianramos@example.org,813.726.0651,"Taylor, Tate and Strickland",Lost,Advertisement,Healthcare,1653624,233,948 Alexander Place,Cainmouth,Michigan,70337,Colombia
Jesse,Lewis,melissa39@example.org,230.895.6517x977,"Warren, Mitchell and Butler",Lost,Referral,Retail,6313863,234,145 Davis Canyon Apt. 323,Port Reneeberg,North Carolina,35315,Czech Republic
Bobby,Larsen,melissa42@example.net,577.564.2840x008,"Lamb, Lee and Davis",Converted,Social Media,Finance,4973368,391,1331 Williams Unions,Carrollstad,West Virginia,31958,Saudi Arabia
Adam,Kaufman,mphillips@example.org,+1-637-722-8422x17443,Taylor-Garcia,Contacted,Email Campaign,Retail,7478815,151,279 Dominique Island,Evanfort,Oklahoma,98972,United Kingdom
Kristina,Michael,xwilson@example.org,(311)426-6490x6168,Richardson-Burns,New,Web,Technology,6725431,623,888 Sandra Well Suite 687,East Robert,Louisiana,14677,Poland
Rhonda,Collier,atapia@example.org,(329)586-9381x5447,Mason Group,Lost,Advertisement,Healthcare,1913778,531,32745 Julie Drive Suite 197,Thomaston,Oklahoma,11781,Senegal
Tracy,Cook,murphyraymond@example.org,+1-882-614-5349x10986,Kemp-Rodriguez,Lost,Advertisement,Technology,4401168,421,7308 Sanchez Ports,Jonesview,Oklahoma,87353,Burundi
Stephanie,Barnes,ehodges@example.org,9557274212,"Clark, Cooper and Green",Lost,Email Campaign,Education,6934847,180,228 Richards Glens Apt. 225,West Sierra,Massachusetts,97340,Sweden
Paul,Gutierrez,larsonrichard@example.org,(552)235-4518,Williams-Bowman,Qualified,Advertisement,Healthcare,5753938,419,536 Orozco Square,Lorifort,New Hampshire,9337,Christmas Island
Heather,Adams,joseph49@example.com,6166284585,Hale Group,Contacted,Web,Education,9556293,947,68720 Dunlap Extension,Shannonborough,Rhode Island,61909,Malaysia
Scott,Herman,michaelharding@example.org,268-462-8737,Oconnor PLC,Qualified,Advertisement,Education,2972675,703,1823 Victoria Lake,New Arthur,Idaho,29075,Kazakhstan
Ralph,Webster,joe74@example.org,(369)721-7026,"Garcia, Turner and Higgins",Converted,Referral,Education,9226698,999,79325 Ramirez Highway Apt. 663,East Jessica,Oregon,60343,Guadeloupe
Ruth,Giles,kristibarnett@example.org,-7344,Green-Bird,Qualified,Referral,Education,2665827,507,5166 Dalton Tunnel,North Alexandraborough,Georgia,84408,Cote d'Ivoire
Natalie,Jones,christopher59@example.com,987.591.8462x349,Davis and Sons,Converted,Social Media,Education,7779624,832,817 Brittany Pine,East Scottstad,Kansas,76534,Paraguay
Jesus,Smith,emilyking@example.com,+1-609-400-5509x738,Murphy Ltd,New,Email Campaign,Technology,6667904,773,84211 Graham Village,North Courtneyport,New Hampshire,94603,Jordan
Mark,Vance,martin71@example.net,(925)592-0229x2197,"Bell, King and Anderson",Converted,Advertisement,Healthcare,3714540,654,199 Olson Path Suite 349,Joyfort,Vermont,62229,Brunei Darussalam
James,Andrade,nfreeman@example.org,759-412-5222,"Brown, Wilson and Carson",Contacted,Email Campaign,Retail,4777707,710,550 Larsen Lake,Laneland,Montana,71901,United Arab Emirates
Preston,Phillips,jordanwilkins@example.net,(335)447-7581,Glover Ltd,Contacted,Web,Education,9220007,844,076 Anthony Manor Apt. 394,East Leah,Vermont,62225,Isle of Man
Andrea,Green,stephanieperry@example.com,(435)606-4580x0537,Castro Inc,New,Referral,Retail,6702182,818,7752 Quinn Cliff,Lake Emily,Tennessee,21648,Albania
Cody,Rollins,timothyrosario@example.com,-4082,Choi-Alvarez,New,Advertisement,Retail,8579232,36,3243 Summers Estate Suite 181,Port Thomas,Washington,74361,Senegal
George,Villarreal,sharongonzalez@example.com,(968)314-4414,Rodriguez-Figueroa,New,Social Media,Technology,5868939,728,0576 Mcgee Stream,Ryanburgh,Missouri,32694,Namibia
Jill,Mccormick,phart@example.net,+1-714-445-9442x811,Murray-Smith,Lost,Referral,Technology,4897965,719,82399 Rodriguez Common,Port Andrewport,Hawaii,37707,Liberia
Jessica,Rice,matthew87@example.com,001-792-680-1152x2677,"Hurst, Saunders and Garza",Lost,Referral,Finance,4170208,12,743 Erickson Road,Charlesborough,Florida,92373,South Georgia and the South Sandwich Islands
Gina,Rice,doughertylisa@example.org,+1-316-350-6604x39378,Ellis Group,Qualified,Advertisement,Retail,7855732,697,20417 Jones Parkway,Lake Brianna,Florida,16678,British Virgin Islands
John,Williams,brooksdennis@example.com,(221)422-4381x2028,Scott Inc,Contacted,Web,Finance,2000114,32,760 Jared Mountains Apt. 758,Christinastad,Tennessee,3332,Faroe Islands
Mike,Gonzalez,courtneybrown@example.org,7684562348,"Ramirez, Porter and Chapman",New,Email Campaign,Technology,7602905,516,0886 Tina Plain,North Christopher,Alaska,16844,Barbados
Jon,Hunt,robertlee@example.org,963.292.9765x6607,Brown-Patrick,Qualified,Email Campaign,Education,9838609,127,2718 Tim Ridges,North Kylemouth,South Carolina,34645,Kiribati
Keith,Liu,xmartinez@example.org,565-524-2512x196,Jackson PLC,Lost,Web,Healthcare,7965467,705,20291 Banks Roads,Thomasfurt,Maryland,79508,Croatia
Christine,Gilbert,lori55@example.net,+1-759-403-9904x61722,"Ramirez, Herrera and Robinson",Converted,Referral,Finance,6825285,620,1517 Santana Mountain Apt. 045,North Jesus,Ohio,46729,Israel
Amanda,Guerra,kristensmith@example.net,447.613.4469x76828,"Anderson, Collins and Barker",Contacted,Email Campaign,Healthcare,7240789,551,15201 Garcia Drive,Wagnerport,Connecticut,65256,Romania
Janet,Hicks,toddmarissa@example.org,666.603.0854x18330,Sosa-Gonzalez,Converted,Advertisement,Education,7618894,972,29625 Katherine Expressway Suite 683,Adamside,Washington,93112,New Caledonia
Elizabeth,Barber,dianathompson@example.org,(730)253-3140x4805,"Ramos, Johnson and Baker",Qualified,Web,Healthcare,4671500,405,8173 Adams Falls Apt. 725,Angelafurt,Hawaii,15138,Somalia
Jeffrey,Pollard,gregorywoods@example.com,581.708.1266x91368,"Lopez, Hamilton and Ramirez",Qualified,Social Media,Finance,2358225,940,89297 Michael Common,East Katherine,Alabama,1169,Gibraltar
James,Johnson,brittany73@example.org,+1-811-370-2613x9351,Heath-Arnold,New,Advertisement,Technology,9062495,656,999 Williams Manors,Lawsonstad,Ohio,90570,Cocos (Keeling) Islands
Tyrone,Roberts,anthonygallagher@example.com,+1-675-961-3037x6694,Lopez LLC,Contacted,Email Campaign,Technology,5873516,351,7492 Jason Burgs,Melaniemouth,Texas,94436,Norfolk Island
Deborah,Morrow,qdavis@example.org,(875)205-4095x17401,"Martinez, Ortega and Dudley",Lost,Referral,Technology,6193601,12,7808 Wood Expressway,Lake Brittanyfort,Alabama,35293,Papua New Guinea
Mark,Hancock,jesus57@example.net,(431)655-5170x120,Thomas-Young,Contacted,Web,Retail,2499345,639,08895 Estrada Neck Apt. 616,Snowburgh,Florida,42008,United Arab Emirates
Neil,Price,johnwalker@example.org,5722123618,"Wilkins, Owen and Cooper",Lost,Web,Retail,5987869,129,76893 Esparza Circles Suite 346,North Alexander,Maryland,97122,Qatar
Vincent,Mcdaniel,butlerjennifer@example.net,(669)203-5121,Taylor Group,Qualified,Social Media,Technology,2981010,747,7054 Warren Corners Apt. 712,Markshire,North Dakota,60163,Haiti
Bill,Lee,scottdaniel@example.com,961.865.8463x837,Baker Ltd,Lost,Email Campaign,Healthcare,2737646,82,348 Lauren Cliffs Suite 794,Lopezhaven,Idaho,93917,Italy
Stephanie,Parks,william63@example.com,385-249-4536x170,"Richards, Briggs and Sullivan",Lost,Social Media,Finance,7519455,519,08145 Velazquez Points,North Anita,Alaska,38297,Iceland
Ryan,Meadows,brittany15@example.net,001-845-951-5455x181,"Zuniga, Guzman and Williams",Qualified,Advertisement,Retail,4832637,113,8500 Jennifer Turnpike,North Deannaside,Tennessee,23054,Antigua and Barbuda
Jessica,Chan,samanthamercado@example.net,273-335-6258x310,"Lopez, Garner and Hill",New,Referral,Healthcare,2116293,241,3954 Kevin Islands,Robertsonside,Colorado,12259,Lebanon
Robert,West,ambergriffin@example.com,682.301.0327,"Wang, Johnson and Hernandez",Qualified,Web,Education,3599722,741,916 Klein Fork,Kaitlynfurt,Florida,49656,Mongolia
Christine,Moore,iadams@example.org,4715371210,"Brown, Williams and Wolf",Lost,Referral,Finance,4776889,237,1235 Pennington Fork Apt. 933,Gonzalesville,Oregon,52371,Papua New Guinea
Carol,Olson,garycurtis@example.net,001-892-313-5749,Glover-Mccarthy,Converted,Advertisement,Finance,1681355,314,855 Elizabeth Cape,Port Tina,North Dakota,53017,Latvia
Clinton,Peterson,james23@example.net,+1-592-710-6838x10466,"Good, Fischer and Fitzgerald",Qualified,Advertisement,Technology,1597216,522,09490 Michele Gateway Suite 858,Stricklandland,Kansas,19798,Korea
Jessica,Fischer,michael25@example.org,3545065517,Ellison-Shelton,Qualified,Referral,Healthcare,5963945,511,81936 Molina Street,East Laurie,Oregon,90503,Italy
Jesus,Hernandez,ricky11@example.org,001-866-343-8853x74088,"Lucas, Mason and Wright",Contacted,Social Media,Technology,1734124,452,45154 Shirley Tunnel,Sherrichester,Alaska,95971,Western Sahara
Thomas,Lowery,bwilson@example.org,001-329-900-0620x805,"Stuart, White and Williams",Contacted,Web,Technology,8361562,998,0018 Paul Club Suite 547,Port Lauraborough,Nevada,10599,Liberia
James,Flores,stanleybrewer@example.com,934-930-6272,Rodriguez-Davis,New,Social Media,Technology,380160,212,0314 Ryan Knolls Apt. 225,Joannestad,Indiana,31204,Egypt
Timothy,Nichols,olucas@example.org,+1-607-688-3461x618,Allen-Jimenez,New,Social Media,Healthcare,3520199,338,086 Cervantes Roads Suite 870,North Nicholastown,Rhode Island,22614,Bhutan
Craig,Myers,dennis94@example.net,(699)896-6465,"Garcia, Mitchell and Thomas",Converted,Web,Finance,9900452,986,17165 Benjamin Crescent,New Katietown,New Hampshire,29904,Argentina
Jerome,Jacobson,stephen05@example.net,666-525-0286x819,Burgess Group,Contacted,Referral,Healthcare,6806806,645,324 Erickson Street Apt. 294,South Jason,Missouri,19825,Belgium
Melanie,Sheppard,skirk@example.org,(603)693-7605,Harper-Brown,Qualified,Referral,Healthcare,3943884,391,3387 Hart Shores Apt. 146,Corytown,Nevada,35035,Mauritius
Joseph,Thomas,tommy01@example.com,355.864.0502x29822,Gonzalez Inc,Lost,Web,Healthcare,3887886,479,647 Scott Harbors Apt. 991,South Patrick,Indiana,69639,Senegal
